,pagerank,eigenvector,bidirectional_links,reputaion
182390315,4.95E-08,0.000162414,0.994197292,0.542072631
183247631,7.54E-05,0,0.584070796,0.964830377
183511605,1.39E-05,0,0.465201465,0.675771971
183760147,6.71E-06,0,0.431034483,0.541501976
184475850,0.000122033,0,0.6404,0.5
185165914,6.30E-06,0,0.675555556,0.532224532
185216671,1.02E-05,0,0,0
185738361,3.77E-08,6.22E-05,0.166226913,0.868357068
185914183,9.59E-06,0,0.376569038,0.451205511
186749576,5.56E-08,0.000121578,0.66440678,0.550304878
186855547,4.88E-06,0,0.38,0.443207127
186940042,3.80E-05,0,0.82729805,0.684672815
187262210,7.08E-06,0,0.397163121,0.672093023
188095917,3.54E-05,0,0.50044287,0.561723602
188213023,3.03E-06,0,0.377777778,0.476744186
188615999,5.03E-06,0,0.553097345,0.475638051
188961582,8.67E-06,0,0.440124417,0.355065196
189795889,4.95E-08,0.001160098,0.574130106,0.636613524
190114317,1.11E-05,0,0.546719682,0.472746331
190345460,2.74E-06,0,0.669724771,0.504545455
190383002,5.63E-05,0,0.733084112,0.463282504
191348890,5.21E-05,0,0.5251606,0.532766383
192101699,4.95E-08,0.000460559,0.443425076,0.427654609
192114883,3.54E-06,0,0.592592593,0.516129032
192370109,4.37E-06,0,0.282828283,0.473404255
192449227,5.26E-08,7.80E-05,0.988593156,0.531194296
192499649,2.18E-06,0,0.450549451,0.491620112
192521333,4.84E-08,0.000614852,0.681462141,0.717551622
193181766,,,0.397435897,0.417910448
194476539,,,0.605769231,0.702176403
195018333,1.54E-05,0,0.498898678,0.409238777
195076965,7.10E-06,0,0.094827586,0.151515152
195188594,7.52E-06,0,0.48358209,0.479004666
197323804,1.09E-05,0,0.153452685,0.274133663
197679939,2.87E-08,0,0.8,0.542334096
198249025,9.11E-06,0,0.712903226,0.545454545
198270955,6.16E-05,0,0.992886179,0.720375107
198656514,1.15E-06,0,0.116959064,0.211981567
198700618,6.04E-05,0,0.365217391,0.781921618
198727663,8.04E-05,0,0.85971223,0.922085202
199562994,7.28E-06,0,0.040609137,0.231069477
200048272,1.97E-05,0,0.629370629,0.652350081
200114373,4.01E-08,0.000328076,0.531130877,0.808001952
200645756,,,0.394441954,0.374369041
201113766,0.000122033,0,0.091362126,0.892538379
202355526,2.31E-05,0,0.287543082,0.317998657
203036898,,,0.133004926,0.498765432
203408017,2.00E-05,0,0.530526316,0.632637278
205030249,1.19E-05,0,0.35553379,0.322944297
206570295,2.08E-06,0,0.037735849,0.345679012
207070244,4.54E-08,0.000125291,0.544152745,0.651704073
207490418,4.15E-08,0.000109281,0.264159924,0.300133245
208147488,3.24E-05,0,0.590038314,0.835642317
208200663,4.95E-08,0.000460559,0.721991701,0.838363514
208388521,2.37E-05,0,0.424796748,0.329928498
208664282,1.24E-05,0,0.291005291,0.728057554
208691905,7.23E-05,0,0.791710946,0.759335038
208913421,4.15E-06,0,0.612903226,0.521604938
209439268,2.83E-05,0,0.321008403,0.392857143
209459007,1.42E-07,0.000257774,0.355140187,0.715425532
210704864,1.16E-05,0,0.584134615,0.533108866
210789285,5.06E-06,0,0.580487805,0.5
211087053,3.23E-06,0,0.021126761,0.315662651
211397444,2.49E-06,0,0.239361702,0.35395189
211449302,5.49E-05,0,0.510268562,0.778825996
211462267,8.11E-06,0,0.389221557,0.664658635
211564378,4.95E-08,0.001160098,0.460030166,0.826394344
211904475,4.03E-08,8.65E-05,0.479691517,0.52676399
212634789,1.24E-05,0,0.257478632,0.350451076
212779829,2.42E-05,0,0.626373626,0.496478873
213809707,9.41E-08,0.000618332,0.384160757,0.488512696
214678407,7.15E-06,0,0.607843137,0.587878788
215179426,4.18E-08,3.11E-05,0.968181818,0.656786271
215443582,6.00E-05,0,0.653696498,0.761742892
215533065,5.78E-05,0,0.364278507,0.704707986
215663794,1.80E-05,0,0.589852008,0.437908497
215668563,9.33E-08,0.00020789,0.161790017,0.214864865
215876019,5.97E-08,0.000339677,0.938818565,0.85748647
216112755,9.86E-06,0,0.280834915,0.438166311
216361529,4.61E-05,0,0.86875,0.855269109
216764338,7.59E-06,0,0.449567723,0.474242424
216940212,,,0.506024096,0.45751634
217433376,7.36E-07,0,0.038167939,0.18125
217502590,6.96E-06,0,0.331334333,0.297894737
219379279,2.95E-05,0,0.816618911,0.633980073
219404734,1.54E-06,0,0.529411765,0.480916031
219437657,2.39E-05,0,0.75,0.461756374
220116356,2.59E-05,0,0.872759857,0.65470297
220450406,2.04E-05,0,0.255896226,0.494335122
220467586,2.87E-08,0,0.237373737,0.453038674
220602388,7.67E-06,0,0.144196952,0.269691781
221187678,0.000122033,0,0.831693989,0.732064422
221475117,1.15E-05,0,0.508009153,0.518722467
221898604,6.88E-07,0,0.368421053,0.586956522
222617763,3.84E-05,0,0.407540395,0.738865448
224109135,3.96E-08,0.000163342,0.22007722,0.333333333
225060606,9.32E-07,0,0.255319149,0.282442748
225241810,8.15E-06,0,0.446469248,0.432816537
225281874,1.54E-06,0,0.124087591,0.311557789
225295159,4.95E-08,7.38E-05,0.996138996,0.519480519
225618739,1.25E-05,0,0.787755102,0.510978044
225683965,2.42E-05,0,0.477809254,0.483918129
226197498,2.38E-05,0,0.468614046,0.377080914
226773156,4.22E-08,0.000268447,0.673889491,0.77705314
227055399,2.04E-05,0,0.857923497,0.695507488
228599159,1.71E-06,0,0.14,0.408284024
228978063,2.91E-05,0,0.868766404,0.610230179
230081713,4.97E-08,0.000567984,0.686346863,0.7832
231211273,2.95E-05,0,0.734104046,0.635789474
231721237,6.18E-06,0,0.167979003,0.397151899
231957917,6.13E-05,0,0.614494988,0.659311794
232547074,1.10E-05,0,0.427807487,0.545565006
232678324,6.37E-06,0,0.602678571,0.537190083
232804792,3.76E-05,0,0.718283582,0.418497423
233032914,2.22E-06,0,0.241860465,0.297385621
233444535,1.15E-06,0,0.113861386,0.178861789
233783035,9.67E-06,0,0.372159091,0.529411765
234655327,1.27E-05,0,0.927272727,0.541188738
235696520,1.54E-05,0,0.679401993,0.511759935
236180754,1.17E-05,0,0.230366492,0.264171712
236449587,3.10E-05,0,0.829501916,0.708867819
236809977,1.13E-06,0,0.071428571,0.517241379
237197647,3.30E-06,0,0,0.985294118
237234251,4.95E-08,0.000206497,0.4824,0.5
237367607,4.95E-08,0.000206497,0.3404,0.5
237375183,0.000122033,0,0.3484,0.5
237378862,5.78E-08,0.001160098,0.523452158,0.512797075
238040058,1.07E-05,0,0.229979466,0.3101983
238588883,1.52E-05,0,0.337078652,0.537662338
238594254,4.91E-06,0,0.611940299,0.5
238665139,4.95E-08,0.001160098,0.338461538,0.537366548
239565588,6.88E-07,0,0.157894737,0.415384615
240167062,2.29E-05,0,0.630022745,0.414558367
240362521,8.28E-06,0,0.670682731,0.577966102
240561724,5.19E-08,0.000102089,0.780564263,0.516666667
241106682,,,0.908067542,0.774630021
241157629,3.98E-06,0,0.160164271,0.250769231
241206543,2.36E-05,0,0.630113142,0.455965909
241240275,0.000122033,0,0.083333333,0.965250965
241347721,1.68E-05,0,0.666666667,0.4416826
241348252,1.70E-05,0,0.610091743,0.516629712
241375986,2.79E-05,0,0.920289855,0.805359661
242064566,2.87E-08,0,0.352901024,0.366623433
242205664,5.98E-05,0,0.77897351,0.503391572
242400866,1.94E-05,0,0.395703396,0.354073411
242522514,1.90E-05,0,0.307612096,0.287783141
242746743,2.87E-08,0,0,0
242850274,7.84E-06,0,0.560311284,0.554592721
243060684,4.95E-08,0.000160326,0.182813816,0.403217697
243452188,1.40E-06,0,0.341463415,0.405797101
243819894,6.32E-08,0.000169838,0.707692308,0.682410423
243850570,1.08E-05,0,0.774683544,0.527511962
243889998,7.15E-05,0,0.826941986,0.742401216
243926487,9.01E-06,0,0.817880795,0.549253731
244161562,2.26E-05,0,0.477257298,0.385738115
245133290,6.62E-06,0,0.178832117,0.497247706
245152155,,,0.686440678,0.526104418
245307045,9.84E-06,0,0.264483627,0.50375
245812733,8.30E-06,0,0.081799591,0.41013269
246418381,5.66E-05,0,0.305986696,0.837125316
246568420,3.94E-05,0,0.864098837,0.539953193
246621170,2.20E-06,0,0.333333333,0.574193548
247542139,0.000103952,0,0.284776903,0.848358209
248134718,1.44E-06,0,0.119205298,0.161111111
248453338,2.87E-08,0,0.011,0.129223267
248514658,0.000122033,0,0.283963585,0.636456212
249496407,1.48E-05,0,0.391907514,0.412763069
249745453,2.23E-05,0,0.625905068,0.422934076
250207934,1.80E-05,0,0.804824561,0.618410042
250364288,1.80E-05,0,0.678571429,0.593220339
250399342,1.37E-05,0,0.211052632,0.227328182
250549433,6.30E-08,0.000298377,0.636853448,0.775193798
250645562,5.91E-06,0,0.328703704,0.527352298
251518992,2.03E-05,0,0.978873239,0.855837563
252595286,5.31E-08,0,0.111111111,0.1
252882696,2.42E-05,0,0.477559254,0.332547964
253339095,6.30E-06,0,0.340482574,0.407936508
253477677,2.38E-05,0,0.622807018,0.586706949
255559955,2.06E-05,0,0.885286783,0.677652733
255656786,0.000122033,0,0.040221914,0.873973082
255792707,4.76E-05,0,0.58490566,0.78603149
255912008,4.47E-06,0,0.460869565,0.441747573
256051523,4.76E-06,0,0.467857143,0.40552017
256256185,6.43E-08,0.000312762,0.640728477,0.620364551
256741082,1.29E-05,0,0.432098765,0.517857143
257111136,3.34E-08,4.66E-05,0.460674157,0.582159624
257742584,0.000122033,0,0,0
258201974,1.70E-05,0,0,0.853628536
258887314,3.21E-05,0,0.957250629,0.524890482
259139318,5.96E-06,0,0.367688022,0.40266223
259586390,1.21E-05,0,0.81038961,0.562996595
259680844,1.74E-06,0,0.210526316,0.290456432
259849575,1.62E-05,0,0.457264957,0.485337243
260037903,,,0.221723519,0.291123131
260649579,1.53E-05,0,0.444444444,0.985691574
261200361,9.15E-06,0,0.819277108,0.818777293
261706356,9.57E-06,0,0.924324324,0.678819444
261762296,2.34E-05,0,0.610632184,0.578947368
261781756,,,0.335336538,0.295512278
262100774,5.91E-05,0,0.571079629,0.542058166
262328083,2.59E-06,0,0.208651399,0.210843373
262531823,4.95E-08,0.000534805,0.009229099,0.730780474
263920631,0.000122033,0,0.203571429,0.946969697
264077065,4.95E-08,0.001160098,0.957317073,0.509862522
264538100,3.86E-08,0.000112762,0.527108434,0.563731932
264593584,3.69E-06,0,0.214953271,0.258232236
264916005,1.74E-06,0,0.032608696,0.43902439
265123754,1.36E-05,0,0.588541667,0.590618337
266560801,7.32E-06,0,0,0.952229299
266794738,4.91E-06,0,0.507462687,0.498753117
266853959,1.04E-05,0,0.502074689,0.63868066
266900678,9.52E-06,0,0.574404762,0.537190083
267314839,1.06E-05,0,0.197149644,0.341158059
267708547,2.87E-08,0,0.107033639,0.313746065
268315167,5.90E-07,0,0.067073171,0.122994652
268381386,8.83E-07,0,0.008064516,0.123674912
268773741,4.40E-08,0.000851048,0.183222958,0.243739566
269137682,1.66E-05,0,0.09731753,0.298468271
269193431,6.52E-05,0,0.9625,0.970951344
269513111,4.95E-08,6.80E-05,0.497495826,0.50331675
270646246,1.28E-05,0,0.847107438,0.684895833
270654915,,,0.653997379,0.535888078
270710696,4.30E-05,0,0.647058824,0.58086785
271277112,7.71E-06,0,0.560810811,0.515548282
272876921,4.13E-08,0.000225987,0.467282216,0.423979651
273185036,0.000103366,0,0.16005472,0.852799033
273686840,4.54E-08,0.000442229,0.609829488,0.635332846
274148412,0.000122033,0,0.613,0.5
274173841,4.86E-08,0.000318099,0.181538462,0.346733668
274285556,1.11E-05,0,0.587219344,0.440038685
274313947,2.87E-08,0,0.351978172,0.451757666
274577874,,,0.516339869,0.534954407
274917389,1.08E-06,0,0.02027027,0.22513089
275183383,3.70E-07,0,0.135802469,0.147368421
275325886,1.69E-05,0,0.879858657,0.70974359
276078091,1.86E-05,0,0.746710526,0.555555556
276768643,2.39E-05,0,0.714285714,0.752117013
276983152,3.34E-08,4.66E-05,0.15,0.270072993
277012671,5.71E-06,0,0.28125,0.257458564
277363046,2.87E-08,0,0.415841584,0.422031474
277506943,3.79E-05,0,0.255559744,0.369384359
278811330,4.77E-08,0.000366127,0.454545455,0.507692308
278866572,1.42E-05,0,0.56227758,0.673255814
279301234,6.42E-06,0,0.3187251,0.341207349
281403145,2.88E-06,0,0.099137931,0.335243553
281685368,9.64E-06,0,0.263537906,0.585949178
282427769,1.55E-05,0,0.901574803,0.555555556
282464049,4.09E-08,0.000183063,0.437180797,0.546864152
282506597,1.40E-05,0,0.911487759,0.519891501
282616462,2.08E-06,0,0.212121212,0.717948718
282727874,4.95E-08,0.001160098,0.376623377,0.476902174
283036840,1.89E-05,0,0.641975309,0.904368359
284102132,1.29E-05,0,0.20802005,0.211150652
284320970,4.95E-08,0.0002413,0.644314869,0.784682988
284859729,1.54E-05,0,0.580270793,0.54768154
286252274,1.56E-05,0,0.664285714,0.602649007
287582301,3.23E-06,0,0.241192412,0.262
287710138,1.83E-05,0,0.886054422,0.55988024
288255849,4.10E-06,0,0.395652174,0.426433915
288923751,1.55E-05,0,0.327707454,0.471768202
289311242,7.39E-05,0,0.481390593,0.553098154
289732005,4.51E-08,0.000504875,0.190131579,0.621890547
290054590,2.27E-06,0,0.128686327,0.197849462
290436672,4.18E-08,3.11E-05,0.803149606,0.782905983
290925883,4.42E-06,0,0.264797508,0.361829026
291477346,9.79E-06,0,0.82832618,0.632492114
291570117,5.56E-08,0.001160098,0.092138631,0.197421981
291594394,1.02E-05,0,0.485294118,0.504854369
292074926,6.76E-06,0,0.515060241,0.453047776
292913844,1.04E-05,0,0.929577465,0.857142857
292928265,1.71E-06,0,0.094594595,0.159090909
293212315,5.91E-06,0,0.454081633,0.551487414
293359929,1.00E-06,0,0.072992701,0.127388535
293548550,8.76E-06,0,0.914893617,0.603709949
293743791,1.95E-05,0,0.404301075,0.632120253
293853413,,,0.625531915,0.660404624
293953135,1.14E-05,0,0.440677966,0.888257576
294996484,1.48E-05,0,0.749385749,0.597029703
296118251,1.81E-06,0,0.195402299,0.45625
296178601,2.03E-06,0,0.184931507,0.359649123
296606221,1.54E-05,0,0.163179916,0.568592058
297021045,1.95E-05,0,0.907990315,0.658395368
297310680,,,0.111232279,0.133270321
297449289,1.27E-05,0,0.668421053,0.576837416
297548417,2.06E-05,0,0.448678072,0.395392572
297808691,5.71E-08,0.00016775,0.972801451,0.673378739
298742535,6.24E-08,0.001108357,0.166377816,0.514309764
298752527,5.67E-06,0,0.52173913,0.556626506
299271462,8.25E-06,0,0.762987013,0.52248062
299990409,2.81E-06,0,0.548780488,0.583756345
300264746,2.15E-05,0,0.84423676,0.577631579
300374583,,,0.267062315,0.429780034
300442252,9.42E-06,0,0.495901639,0.612698413
300469776,7.30E-06,0,0.236942675,0.275161588
301159074,3.35E-06,0,0.821428571,0.618181818
301385617,1.06E-05,0,0.924731183,0.822857143
301845904,6.97E-05,0,0.215346535,0.77911427
302114763,5.42E-06,0,0.307189542,0.590909091
302428298,1.37E-05,0,0.38028169,0.888012618
302841108,4.32E-06,0,0.058185404,0.14789916
303230515,2.88E-05,0,0.805637982,0.637439484
303484324,4.57E-05,0,0.852772467,0.543895349
303899090,2.87E-08,0,0.263665595,0.384158416
304261771,9.37E-06,0,0.459649123,0.573353293
304684588,5.56E-05,0,0.976232917,0.575321726
305476548,5.81E-06,0,0.490196078,0.537414966
306207069,2.61E-05,0,0.910141207,0.578234976
306510948,2.00E-05,0,0.367254122,0.317158385
306866704,4.66E-06,0,0.586065574,0.436489607
306934818,4.32E-08,5.08E-05,0.324770642,0.391741071
307161588,7.47E-08,0.000255454,0.690607735,0.907012587
307710043,4.95E-08,0.001160098,0.6888,0.5
308119946,3.78E-05,0,0.765204003,0.543569923
308236961,0.000104855,0,0.734776044,0.6836491
308554579,6.85E-08,0.000452902,0.765886288,0.608125819
309461019,5.71E-06,0,0.782051282,0.601023018
309564645,4.95E-08,0.000190488,0.061797753,0.189066059
311262395,9.86E-06,0,0.670454545,0.701188455
311394394,2.42E-06,0,0.153614458,0.226107226
311835878,4.95E-08,0.000373087,0.990455992,0.698433003
312299420,9.50E-06,0,0.412935323,0.395791583
313789678,3.05E-06,0,0.517857143,0.525423729
315458934,4.20E-06,0,0.320121951,0.345309381
315478329,1.13E-05,0,0.638095238,0.593548387
316120129,2.56E-05,0,0.610218978,0.604274986
317273582,1.21E-05,0,0.630136986,0.628498728
317296274,3.56E-05,0,0.198412698,0.852631579
318703449,9.28E-06,0,0.67877095,0.513586957
319052259,2.87E-08,0,0.801242236,0.530612245
319058754,3.49E-05,0,0.596361186,0.490384615
319848813,4.05E-06,0,0.725806452,0.570934256
321162905,4.29E-05,0,0.520044543,0.662406015
321370989,1.57E-05,0,0.704595186,0.586425339
321465766,4.84E-05,0,0.553744664,0.435239974
321649661,2.97E-05,0,0.457300275,0.624806202
322427517,5.12E-05,0,0.985743381,0.81042471
322816704,6.69E-06,0,0.112244898,0.361147327
322865349,4.95E-08,0.001160098,0.782,0.5
323258441,1.10E-05,0,0.936936937,0.801785714
323327904,2.16E-05,0,0.495652174,0.885
323494341,1.71E-05,0,0.774774775,0.611208406
323645838,1.98E-06,0,0.050343249,0.153100775
323992737,5.64E-06,0,0.467181467,0.471428571
324020939,6.06E-06,0,0.260869565,0.648854962
324487766,1.39E-07,0.001160098,0.195016251,0.528359734
324540065,9.37E-06,0,0.252136752,0.352995392
325407627,5.26E-08,8.10E-05,0.655882353,0.564939219
325700101,5.13E-08,0.000220883,0.850063532,0.631381733
325789799,2.78E-05,0,0.917910448,0.548387097
325967359,5.71E-05,0,0.231292517,0.940797422
325974029,5.58E-05,0,0.977900552,0.643700787
326845068,1.99E-05,0,0.906091371,0.673570837
327248460,4.95E-08,0.000308586,0.88960343,0.510749869
328109427,2.44E-05,0,0.577287066,0.758751903
328145177,5.45E-06,0,0.391459075,0.442460317
328706026,2.53E-05,0,0.94,0.54954955
329285009,8.11E-08,0.001160098,0.855524079,0.590011614
329481796,4.54E-06,0,0.350515464,0.388655462
330169460,1.49E-05,0,0.720930233,0.541740675
330896147,1.44E-05,0,0.57073955,0.48679868
331418316,1.30E-06,0,0.157894737,0.353741497
331801886,1.68E-05,0,0.424821002,0.353727506
331806614,1.72E-05,0,0.901531729,0.606712565
331917385,7.57E-06,0,0.369230769,0.445234708
332214689,1.98E-06,0,0.586666667,0.516129032
332238901,1.50E-05,0,0.764705882,0.571428571
332447134,1.13E-05,0,0.467576792,0.61037234
333005444,4.45E-08,3.62E-05,0.699074074,0.595505618
333078665,5.62E-05,0,0.747536946,0.739493102
333369123,1.67E-05,0,0.566003617,0.552588997
333412049,2.25E-05,0,0.142034549,0.637439109
333960904,6.23E-06,0,0.177777778,0.305225653
334825381,2.21E-05,0,0.832891247,0.545783133
335080094,4.66E-05,0,0.828571429,0.703389831
335080461,3.96E-05,0,0.571376147,0.372842348
335762338,8.18E-06,0,0.440740741,0.554455446
335821350,1.26E-05,0,0.255179935,0.359636872
337602566,9.74E-06,0,0.481953291,0.457997699
337969081,2.93E-05,0,0.409685864,0.610402856
338055297,7.18E-06,0,0.774545455,0.514991182
338141714,1.67E-05,0,0,0
338151653,3.89E-05,0,0.493638677,0.802313883
338284756,7.85E-07,0,0.098765432,0.160621762
338558835,6.47E-06,0,0.75,0.605504587
338765440,1.22E-05,0,0.763033175,0.543783784
339444631,5.20E-06,0,0.373333333,0.485125858
340396112,1.03E-05,0,0.074823054,0.174801836
341409781,4.78E-05,0,0.891089109,0.582767778
341900539,1.80E-05,0,0.64845173,0.573094868
342527071,1.21E-05,0,0.606598985,0.556805399
343120924,1.15E-05,0,0.289099526,0.689248895
343176448,5.13E-08,0.000220883,0.758730159,0.628318584
343263643,7.95E-08,0.000160558,0.87195122,0.587939698
343749080,5.15E-06,0,0.060653188,0.246189918
343931635,6.98E-06,0,0.384353741,0.492227979
344101300,4.85E-05,0,0.730712531,0.493403037
344261687,3.62E-05,0,0.866315789,0.609053498
344384823,1.28E-05,0,0.837988827,0.593181818
344457551,2.82E-05,0,0.674846626,0.586084307
345197864,1.66E-06,0,0.135135135,0.372881356
345318456,1.27E-05,0,0.416083916,0.644278607
345505380,1.14E-05,0,0.71657754,0.712749616
345604332,1.31E-05,0,0.50330033,0.469816273
345901028,6.49E-06,0,0.200421941,0.359459459
345964231,0.000122033,0,0.279022403,0.910580951
346722822,5.93E-06,0,0.114595899,0.225233645
346768232,5.68E-08,0.000228771,0.761643836,0.62371134
347709470,1.43E-05,0,0.708487085,0.684149184
348080571,1.05E-06,0,0.172413793,0.22459893
348393966,1.46E-05,0,0.550819672,0.662610619
348885670,1.26E-05,0,0.534412955,0.675
349287525,5.07E-08,7.10E-05,0.996466431,0.532231405
349485739,2.54E-05,0,0.891625616,0.720578114
349612774,2.10E-06,0,0.164948454,0.304659498
349796717,1.03E-07,8.77E-05,0.542288557,0.658163265
351277773,6.32E-06,0,0.105545617,0.186909091
351621566,5.08E-06,0,0.611872146,0.487119438
351668219,1.23E-05,0,0.304347826,0.535600425
352822866,3.56E-05,0,0.517391304,0.863501484
353838344,8.13E-06,0,0.283382789,0.330685204
354010930,1.05E-06,0,0.069343066,0.135646688
354206693,2.74E-06,0,0.359550562,0.555
355393230,2.87E-08,0,0.336062042,0.414480323
355830456,3.98E-06,0,0.376569038,0.403990025
357747403,1.05E-06,0,0.26,0.468085106
357897494,2.22E-06,0,0.233576642,0.249315068
358748061,1.04E-05,0,0.748663102,0.530150754
358976197,2.88E-06,0,0.407407407,0.382352941
359219562,4.87E-08,0.000329468,0.184397163,0.432975871
359572064,7.99E-05,0,0.852140078,0.927236693
360103083,7.52E-06,0,0.266666667,0.872159091
360135769,4.07E-05,0,0.401,0.454297408
361417698,0.000122033,0,0.6528,0.5
361930545,1.23E-05,0,0.701863354,0.510141988
362675330,1.66E-06,0,0.110465116,0.280334728
363309757,4.95E-08,0.000190488,0.936599424,0.922039991
363613274,3.96E-05,0,0.064516129,0.928980527
363991245,1.16E-05,0,0.939163498,0.644113667
364100451,,,0.196919692,0.435052828
364271755,7.38E-05,0,0.770869717,0.513674197
364732824,3.20E-06,0,0.175792507,0.272536688
364805437,4.20E-06,0,0.245614035,0.333333333
365257073,1.21E-07,0.001085155,0.300500835,0.523847377
365622635,4.62E-06,0,0.172897196,0.467661692
365644240,2.87E-08,0,0.806678383,0.613451087
366081148,6.32E-06,0,0.346704871,0.425041186
366407174,5.86E-06,0,0.099173554,0.328710125
367670418,5.86E-05,0,0.777777778,0.953497615
368134512,2.87E-08,0,0.310479922,0.276912181
368766578,1.97E-05,0,0.235294118,0.760112888
368801289,4.87E-05,0,0.578534031,0.723088075
369285103,1.54E-05,0,0.769396552,0.576642336
369869099,4.35E-06,0,0.416666667,0.510204082
370263238,8.23E-06,0,0.926940639,0.605405405
371832097,3.71E-06,0,0.09039548,0.301775148
372233740,7.07E-05,0,0.813402062,0.49862164
372460791,0.000122033,0,0.231508876,0.649013499
372835779,9.20E-06,0,0.569659443,0.540540541
372841412,2.87E-08,0,0.675090253,0.598550725
373078372,4.95E-08,0.001160098,0.756738079,0.462481426
373174563,6.52E-06,0,0.606382979,0.585903084
374062715,,,0.153488372,0.240282686
374935732,5.25E-08,7.36E-05,0.711340206,0.703363914
375114767,5.35E-05,0,0.666666667,0.9160401
375202148,4.95E-08,0.000460559,0.856,0.639769452
375299270,1.61E-06,0,0.125,0.278969957
375777649,2.87E-08,0,0.815270936,0.673895582
375871540,1.52E-05,0,0.947976879,0.642192347
376585827,5.47E-06,0,0.11440678,0.319884726
376588311,1.07E-05,0,0.467716535,0.406542056
376705770,5.09E-08,8.35E-05,0.288990826,0.418149466
376821900,5.35E-06,0,0.401985112,0.35
377287901,9.35E-05,0,0.662337662,0.98028169
377770205,4.95E-08,0.000545014,0.050581689,0.71664039
378028393,1.37E-06,0,0.030023095,0.112704918
378212352,0.000122033,0,0.084870849,0.948586606
378228984,3.74E-06,0,0.274074074,0.360189573
378239942,4.92E-08,0.000193736,0.432447097,0.372488934
378331017,,,0,0
378376315,6.30E-06,0,0.764705882,0.601873536
378396759,3.88E-08,0.000395361,0.3742,0.5
379274779,5.81E-08,0.000149421,0.635,0.554565702
379406653,5.95E-05,0,0.980633803,0.811546118
379972176,1.26E-05,0,0.892966361,0.611638955
380003598,2.87E-08,0,0.416666667,0.425531915
380103223,2.87E-08,0,0.625250501,0.505940594
380143624,9.37E-06,0,0.090508806,0.157460841
380322177,7.50E-08,0.000272159,0.785123967,0.602409639
381435936,2.26E-05,0,0,0
381442087,8.79E-06,0,0.668965517,0.70766129
381715808,3.05E-05,0,0.651428571,0.78097622
381753637,1.50E-05,0,0.310769231,0.653148346
382041179,1.68E-05,0,0.644859813,0.616830797
382089157,0.000122033,0,0.3875,0.984251969
382091413,2.05E-05,0,0.57328016,0.45548317
382277476,8.11E-08,0.001160098,0.484877127,0.497625831
382624095,1.05E-07,0.001160098,0.588235294,0.970149254
383684750,1.98E-06,0,0.047619048,0.658536585
383744021,1.31E-05,0,0.451298701,0.63507109
384049728,3.06E-05,0,0.869230769,0.580064605
384195951,1.91E-05,0,0.282608696,0.473176612
384467809,7.35E-06,0,0.648760331,0.553505535
385121466,2.50E-05,0,0.843567251,0.598826979
385226809,1.70E-05,0,0.964705882,0.802555168
386333906,2.87E-08,0,0,0
386541691,8.59E-06,0,0.178217822,0.2109375
387910538,2.86E-06,0,0.052083333,0.225806452
388052415,1.85E-05,0,0.905821918,0.563853622
389420114,2.73E-05,0,0.234507898,0.576210093
389423471,2.03E-05,0,0,0
389652102,,,0.215384615,0.209245742
391650964,4.87E-08,0.000329468,0.518709677,0.639702464
391796089,4.95E-08,0.000460559,0.640692641,0.666184971
392080330,5.66E-08,0.000136195,0.779255319,0.550776583
392330341,6.51E-05,0,0.661538462,0.759259259
392349274,1.70E-07,0.000155917,0.942307692,0.836477987
392385320,3.12E-05,0,0.686609687,0.645812311
392792633,2.75E-05,0,0.825,0.903769046
392963387,3.87E-05,0,0.566340782,0.525356314
393480403,7.18E-06,0,0.518367347,0.546296296
393792392,2.87E-08,0,0.643799472,0.500658762
394281508,8.06E-06,0,0.574257426,0.619585687
394475545,4.58E-08,0.000161486,0.911392405,0.907602339
395014721,1.58E-05,0,0.473553719,0.349112426
395041407,1.14E-05,0,0.59047619,0.598214286
396166599,2.03E-05,0,0.836915297,0.510519802
396389071,1.88E-05,0,0.725490196,0.789690722
396523032,2.87E-08,0,0.378710046,0.327318103
396796142,1.08E-06,0,0.042105263,0.133738602
397456840,3.24E-05,0,0.8245476,0.513213328
398070178,2.12E-05,0,0.335141652,0.343490305
398297815,5.71E-06,0,0.511111111,0.463220676
398574599,5.27E-06,0,0.18079096,0.233766234
399489631,4.73E-05,0,0.730056059,0.454866008
399704801,6.93E-06,0,0.1005386,0.333732057
400264347,1.90E-05,0,0.460784314,0.668831169
400412116,1.55E-05,0,0.929133858,0.713963964
400896343,1.75E-05,0,0.675241158,0.534779357
400939896,5.79E-06,0,0.911949686,0.597468354
400983194,6.20E-06,0,0.548611111,0.639097744
401032062,3.37E-05,0,0.382352941,0.536964981
401423776,6.47E-06,0,0.21686747,0.44295302
401575582,1.43E-05,0,0.357859532,0.660997732
402131078,1.03E-05,0,0.394117647,0.4527897
402401015,4.95E-08,0.000226219,0.579172611,0.877039116
402694459,3.18E-06,0,0.142857143,0.380530973
402917643,7.37E-06,0,0.245202559,0.390909091
402955893,1.01E-07,0.000150813,0.376569038,0.385604113
403782011,2.58E-05,0,0.948590381,0.636308806
405166123,0.000102293,0,0.969462541,0.631507877
405167133,1.52E-05,0,0.483552632,0.67063922
405281604,4.84E-08,0.000614852,0.723333333,0.726277372
405390450,1.61E-05,0,0.530492899,0.354368932
405970201,5.60E-08,9.61E-05,0.006862133,0.757231561
406510798,4.95E-08,0.000241532,0.407407407,0.547643979
